,baron-human,segerstolpe,muraro,xin,pollen,li
human1_lib1.final_cell_0339,beta,beta,beta,unassigned,unassigned,unassigned
human1_lib1.final_cell_0340,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0341,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0342,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0343,acinar,unassigned,acinar,unassigned,unassigned,unassigned
human1_lib1.final_cell_0344,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0345,alpha,co-expression,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0346,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0347,beta,beta,beta,unassigned,unassigned,unassigned
human1_lib1.final_cell_0348,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0349,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0350,quiescent_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0351,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0352,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0353,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0354,gamma,gamma,gamma,unassigned,unassigned,unassigned
human1_lib1.final_cell_0355,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0356,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0357,alpha,alpha,alpha,unassigned,unassigned,unassigned
human1_lib1.final_cell_0358,schwann,unclassified,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0359,beta,beta,beta,unassigned,unassigned,unassigned
human1_lib1.final_cell_0360,quiescent_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0361,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0362,gamma,gamma,gamma,unassigned,unassigned,unassigned
human1_lib1.final_cell_0363,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0364,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0365,alpha,alpha,alpha,unassigned,unassigned,unassigned
human1_lib1.final_cell_0366,alpha,alpha,alpha,unassigned,unassigned,unassigned
human1_lib1.final_cell_0367,gamma,gamma,gamma,unassigned,unassigned,unassigned
human1_lib1.final_cell_0368,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0369,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0370,delta,delta,delta,unassigned,unassigned,unassigned
human1_lib1.final_cell_0371,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0372,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0373,gamma,gamma,gamma,unassigned,unassigned,unassigned
human1_lib1.final_cell_0374,ductal,ductal,ductal,unassigned,unassigned,unassigned
human1_lib1.final_cell_0375,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0376,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0377,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0378,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0379,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0380,endothelial,endothelial,endothelial,unassigned,unassigned,unassigned
human1_lib1.final_cell_0381,alpha,alpha,alpha,unassigned,unassigned,unassigned
human1_lib1.final_cell_0382,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0383,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0384,endothelial,endothelial,endothelial,unassigned,unassigned,unassigned
human1_lib1.final_cell_0385,alpha,alpha,alpha,unassigned,unassigned,unassigned
human1_lib1.final_cell_0386,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0387,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0388,gamma,gamma,gamma,unassigned,unassigned,unassigned
human1_lib1.final_cell_0389,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0390,alpha,alpha,alpha,unassigned,unassigned,unassigned
human1_lib1.final_cell_0391,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0392,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0393,beta,beta,beta,unassigned,unassigned,unassigned
human1_lib1.final_cell_0394,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0395,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0396,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0397,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0398,quiescent_stellate,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0399,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human1_lib1.final_cell_0400,beta,beta,beta,unassigned,unassigned,unassigned
human1_lib1.final_cell_0401,alpha,alpha,alpha,unassigned,unassigned,unassigned
human1_lib1.final_cell_0402,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0403,gamma,gamma,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0404,quiescent_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0405,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0406,alpha,alpha,alpha,unassigned,unassigned,unassigned
human1_lib1.final_cell_0407,quiescent_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0408,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0409,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0410,ductal,ductal,ductal,unassigned,unassigned,unassigned
human1_lib1.final_cell_0411,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0412,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0413,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0414,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0415,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0416,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0417,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0418,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0419,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0420,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0421,gamma,gamma,gamma,unassigned,unassigned,unassigned
human1_lib1.final_cell_0422,endothelial,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0423,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0424,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0425,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0426,gamma,gamma,gamma,unassigned,unassigned,unassigned
human1_lib1.final_cell_0427,beta,co-expression,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0428,mast,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0429,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0430,endothelial,endothelial,endothelial,unassigned,unassigned,unassigned
human1_lib1.final_cell_0431,gamma,gamma,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0432,quiescent_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0433,alpha,alpha,alpha,unassigned,unassigned,unassigned
human1_lib1.final_cell_0434,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0435,alpha,alpha,alpha,unassigned,unassigned,unassigned
human1_lib1.final_cell_0436,acinar,acinar,acinar,unassigned,unassigned,unassigned
human1_lib1.final_cell_0437,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0438,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0439,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0440,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0441,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0442,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0443,unassigned,ductal,ductal,unassigned,unassigned,unassigned
human1_lib1.final_cell_0444,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0445,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0446,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0447,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0448,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0449,ductal,ductal,ductal,unassigned,unassigned,unassigned
human1_lib1.final_cell_0450,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human1_lib1.final_cell_0451,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0452,quiescent_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0453,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0454,gamma,gamma,gamma,unassigned,unassigned,unassigned
human1_lib1.final_cell_0455,quiescent_stellate,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0456,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0457,endothelial,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0458,alpha,alpha,alpha,unassigned,unassigned,unassigned
human1_lib1.final_cell_0459,quiescent_stellate,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0460,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0461,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0462,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0463,endothelial,endothelial,endothelial,unassigned,unassigned,unassigned
human1_lib1.final_cell_0464,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0465,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0466,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0467,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0468,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0469,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0470,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0471,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0472,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0473,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0474,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0475,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0476,gamma,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0477,ductal,ductal,ductal,unassigned,unassigned,unassigned
human1_lib1.final_cell_0478,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0479,gamma,gamma,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0480,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0481,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0482,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0483,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0484,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0485,quiescent_stellate,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0486,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0487,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0488,delta,delta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0489,quiescent_stellate,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0490,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0491,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0492,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0493,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0494,alpha,alpha,alpha,unassigned,unassigned,unassigned
human1_lib1.final_cell_0495,quiescent_stellate,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0496,quiescent_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0497,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0498,endothelial,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0499,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0500,activated_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0501,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0502,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0503,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0504,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0505,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0506,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0507,quiescent_stellate,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0508,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0509,endothelial,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0510,activated_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0511,gamma,gamma,gamma,unassigned,unassigned,unassigned
human1_lib1.final_cell_0512,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0513,quiescent_stellate,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0514,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0515,endothelial,endothelial,endothelial,unassigned,unassigned,unassigned
human1_lib1.final_cell_0516,gamma,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0517,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0518,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0519,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0520,endothelial,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0521,gamma,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0522,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0523,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0524,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0525,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0526,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0527,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0528,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0529,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0530,endothelial,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0531,beta,beta,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0532,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0533,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0534,endothelial,unassigned,unassigned,unassigned,unassigned,unassigned
human1_lib1.final_cell_0535,beta,unassigned,unassigned,unassigned,unassigned,unassigned
