,baron-human,segerstolpe,muraro,xin,pollen,li
human1_lib1.final_cell_0359,0.82,0.77,0.71,0.55,0.55,0.38
human1_lib1.final_cell_0360,0.78,0.74,0.58,0.59,0.59,0.45
human1_lib1.final_cell_0361,0.8,0.74,0.64,0.5,0.58,0.23
human1_lib1.final_cell_0362,0.82,0.77,0.76,0.54,0.39,0.36
human1_lib1.final_cell_0363,0.83,0.7,0.65,0.56,0.32,0.37
human1_lib1.final_cell_0364,0.82,0.73,0.66,0.57,0.54,0.38
human1_lib1.final_cell_0365,0.8,0.73,0.71,0.56,0.37,0.16
human1_lib1.final_cell_0366,0.79,0.77,0.72,0.62,0.33,0.28
human1_lib1.final_cell_0367,0.78,0.74,0.71,0.58,0.54,0.42
human1_lib1.final_cell_0368,0.77,0.75,0.67,0.54,NA,0.19
human1_lib1.final_cell_0369,0.71,0.67,0.58,0.58,0.58,0.2
human1_lib1.final_cell_0370,0.81,0.74,0.72,0.54,0.49,0.38
human1_lib1.final_cell_0371,0.88,0.67,0.68,0.5,0.32,0.38
human1_lib1.final_cell_0372,0.89,0.62,0.65,0.46,NA,0.34
human1_lib1.final_cell_0373,0.8,0.79,0.75,0.6,0.38,0.26
human1_lib1.final_cell_0374,0.8,0.75,0.73,0.48,NA,0.42
human1_lib1.final_cell_0375,0.73,0.69,0.62,0.55,0.58,0.43
human1_lib1.final_cell_0376,0.75,0.73,0.62,0.55,0.55,0.42
human1_lib1.final_cell_0377,0.74,0.65,0.66,0.42,0.38,0.31
human1_lib1.final_cell_0378,0.78,0.7,0.64,0.56,0.26,0.39
human1_lib1.final_cell_0379,0.69,0.64,0.65,0.37,0.31,0.29
human1_lib1.final_cell_0380,0.86,0.8,0.71,0.53,0.59,0.46
human1_lib1.final_cell_0381,0.81,0.79,0.77,0.61,0.31,0.26
human1_lib1.final_cell_0382,0.89,0.64,0.64,0.43,0.48,0.34
human1_lib1.final_cell_0383,0.82,0.78,0.68,0.52,0.59,0.46
human1_lib1.final_cell_0384,0.8,0.77,0.73,0.56,0.6,0.41
human1_lib1.final_cell_0385,0.81,0.81,0.73,0.62,0.59,0.44
human1_lib1.final_cell_0386,0.67,0.65,0.51,0.54,0.49,0.21
human1_lib1.final_cell_0387,0.76,0.71,0.62,0.53,0.52,0.37
human1_lib1.final_cell_0388,0.76,0.74,0.72,0.56,0.36,0.37
human1_lib1.final_cell_0389,0.8,0.7,0.66,0.49,NA,0.35
human1_lib1.final_cell_0390,0.82,0.77,0.71,0.59,0.54,0.19
human1_lib1.final_cell_0391,0.72,0.68,0.59,0.54,0.52,NA
human1_lib1.final_cell_0392,0.78,0.74,0.65,0.55,0.31,0.24
human1_lib1.final_cell_0393,0.83,0.75,0.71,0.55,0.35,NA
human1_lib1.final_cell_0394,0.67,0.63,0.51,0.53,0.52,0.38
human1_lib1.final_cell_0395,0.78,0.73,0.68,0.59,NA,0.37
human1_lib1.final_cell_0396,0.75,0.66,0.65,0.51,0.48,0.33
human1_lib1.final_cell_0397,0.73,0.64,0.54,0.49,NA,0.14
human1_lib1.final_cell_0398,0.72,0.68,0.58,0.55,0.55,0.48
human1_lib1.final_cell_0399,0.82,0.74,0.71,0.54,0.62,0.51
human1_lib1.final_cell_0400,0.8,0.75,0.71,0.52,0.53,0.22
human1_lib1.final_cell_0401,0.75,0.75,0.71,0.63,0.33,0.29
human1_lib1.final_cell_0402,0.68,0.68,0.59,0.55,0.51,0.39
human1_lib1.final_cell_0403,0.8,0.72,0.69,0.5,0.26,0.37
human1_lib1.final_cell_0404,0.79,0.74,0.65,0.52,0.56,0.48
human1_lib1.final_cell_0405,0.8,0.75,0.68,0.54,0.29,0.23
human1_lib1.final_cell_0406,0.8,0.76,0.72,0.6,0.31,0.41
human1_lib1.final_cell_0407,0.81,0.76,0.7,0.61,0.58,0.43
human1_lib1.final_cell_0408,0.82,0.74,0.67,0.49,0.54,0.43
human1_lib1.final_cell_0409,0.78,0.7,0.62,0.47,0.3,0.18
human1_lib1.final_cell_0410,0.79,0.72,0.73,0.53,0.32,0.42
human1_lib1.final_cell_0411,0.8,0.76,0.69,0.25,0.53,0.38
human1_lib1.final_cell_0412,0.71,0.71,0.69,0.53,0.54,0.37
human1_lib1.final_cell_0413,0.83,0.65,0.66,0.44,0.48,0.26
human1_lib1.final_cell_0414,0.76,0.73,0.63,0.62,0.31,0.39
human1_lib1.final_cell_0415,0.69,0.56,0.62,0.33,NA,0.33
human1_lib1.final_cell_0416,0.62,0.41,0.54,0.41,0.45,0.35
human1_lib1.final_cell_0417,0.67,0.63,0.42,0.42,0.29,0.48
human1_lib1.final_cell_0418,0.64,0.48,0.58,0.56,0.56,NA
human1_lib1.final_cell_0419,0.8,0.72,0.64,0.53,0.32,0.42
human1_lib1.final_cell_0420,0.81,0.75,0.67,0.55,0.56,NA
human1_lib1.final_cell_0421,0.79,0.72,0.73,0.59,0.53,0.22
human1_lib1.final_cell_0422,0.78,0.7,0.66,0.48,0.5,0.48
human1_lib1.final_cell_0423,0.8,0.74,0.56,0.48,0.54,0.41
human1_lib1.final_cell_0424,0.74,0.67,0.61,0.55,0.26,0.23
human1_lib1.final_cell_0425,0.77,0.71,0.64,0.53,0.48,0.25
human1_lib1.final_cell_0426,0.79,0.73,0.73,0.56,0.52,0.25
human1_lib1.final_cell_0427,0.75,0.74,0.67,0.52,0.35,0.4
human1_lib1.final_cell_0428,0.72,0.7,0.43,0.47,0.46,0.26
human1_lib1.final_cell_0429,0.73,0.67,0.54,0.54,0.54,0.16
human1_lib1.final_cell_0430,0.85,0.77,0.73,NA,0.56,0.43
human1_lib1.final_cell_0431,0.8,0.71,0.69,0.54,NA,0.36
human1_lib1.final_cell_0432,0.86,0.74,0.65,0.53,0.56,0.47
human1_lib1.final_cell_0433,0.8,0.74,0.74,0.6,0.29,0.38
human1_lib1.final_cell_0434,0.83,0.76,0.7,0.61,0.38,0.39
human1_lib1.final_cell_0435,0.79,0.76,0.71,0.59,0.29,0.28
human1_lib1.final_cell_0436,0.78,0.7,0.71,0.5,0.57,0.36
human1_lib1.final_cell_0437,0.67,0.62,0.6,0.36,0.38,0.25
human1_lib1.final_cell_0438,0.75,0.69,0.63,0.55,0.58,0.34
human1_lib1.final_cell_0439,0.68,0.66,0.51,0.48,0.46,0.3
human1_lib1.final_cell_0440,0.73,0.7,0.63,0.29,0.57,NA
human1_lib1.final_cell_0441,0.75,0.67,0.59,0.48,NA,0.35
human1_lib1.final_cell_0442,0.74,0.69,0.63,0.56,0.34,NA
human1_lib1.final_cell_0443,0.7,0.71,0.71,0.43,0.44,0.43
human1_lib1.final_cell_0444,0.81,0.67,0.67,0.45,NA,0.31
human1_lib1.final_cell_0445,0.77,0.75,0.63,0.55,0.58,0.37
human1_lib1.final_cell_0446,0.69,0.63,0.59,0.55,0.51,0.37
human1_lib1.final_cell_0447,0.67,0.66,0.49,0.54,0.3,NA
human1_lib1.final_cell_0448,0.78,0.7,0.6,0.5,0.32,0.14
human1_lib1.final_cell_0449,0.81,0.74,0.74,0.48,0.52,0.3
human1_lib1.final_cell_0450,0.85,0.77,0.74,0.56,0.6,0.53
human1_lib1.final_cell_0451,0.76,0.66,0.58,0.56,0.53,0.32
human1_lib1.final_cell_0452,0.82,0.73,0.64,0.54,0.58,0.42
human1_lib1.final_cell_0453,0.89,0.66,0.66,0.5,0.54,0.36
human1_lib1.final_cell_0454,0.76,0.72,0.71,0.53,0.32,0.16
human1_lib1.final_cell_0455,0.78,0.7,0.6,0.5,0.55,0.38
human1_lib1.final_cell_0456,0.84,0.78,0.68,0.52,0.54,0.39
human1_lib1.final_cell_0457,0.78,0.69,0.7,0.48,0.25,0.37
human1_lib1.final_cell_0458,0.79,0.77,0.75,0.57,0.34,0.18
human1_lib1.final_cell_0459,0.8,0.69,0.6,0.43,0.5,0.44
human1_lib1.final_cell_0460,0.69,0.54,0.58,0.5,0.48,0.23
human1_lib1.final_cell_0461,0.8,0.69,0.69,0.42,0.48,0.38
human1_lib1.final_cell_0462,0.77,0.66,0.63,0.48,0.32,0.12
human1_lib1.final_cell_0463,0.86,0.76,0.72,0.52,0.53,0.42
human1_lib1.final_cell_0464,0.82,0.75,0.67,0.55,0.58,0.25
human1_lib1.final_cell_0465,0.75,0.71,0.66,0.58,0.55,0.4
human1_lib1.final_cell_0466,0.87,0.67,0.68,0.5,0.52,0.45
human1_lib1.final_cell_0467,0.77,0.64,0.65,0.51,0.35,0.32
human1_lib1.final_cell_0468,0.76,0.71,0.61,0.46,0.24,0.3
human1_lib1.final_cell_0469,0.8,0.7,0.64,0.49,0.29,0.32
human1_lib1.final_cell_0470,0.68,0.64,0.61,0.51,0.49,0.2
human1_lib1.final_cell_0471,0.69,0.65,0.58,0.45,0.45,0.34
human1_lib1.final_cell_0472,0.67,0.68,0.48,0.45,0.49,0.16
human1_lib1.final_cell_0473,0.79,0.69,0.64,0.52,NA,0.35
human1_lib1.final_cell_0474,0.79,0.65,0.63,0.4,0.29,0.19
human1_lib1.final_cell_0475,0.73,0.65,0.57,0.53,0.51,0.36
human1_lib1.final_cell_0476,0.77,0.7,0.62,0.51,0.36,0.14
human1_lib1.final_cell_0477,0.8,0.75,0.71,0.26,0.56,0.26
human1_lib1.final_cell_0478,0.76,0.69,0.64,0.46,0.47,0.14
human1_lib1.final_cell_0479,0.78,0.7,0.67,0.51,0.34,0.22
human1_lib1.final_cell_0480,0.67,0.63,0.57,0.5,0.28,NA
human1_lib1.final_cell_0481,0.71,0.62,0.6,0.5,0.5,0.35
human1_lib1.final_cell_0482,0.76,0.68,0.64,0.48,0.48,0.31
human1_lib1.final_cell_0483,0.75,0.61,0.56,0.49,0.46,0.31
human1_lib1.final_cell_0484,0.66,0.69,0.63,0.57,0.56,0.37
human1_lib1.final_cell_0485,0.82,0.7,0.54,0.54,0.57,0.41
human1_lib1.final_cell_0486,0.74,0.68,0.61,0.56,0.3,0.41
human1_lib1.final_cell_0487,0.75,0.7,0.66,0.48,0.3,0.37
human1_lib1.final_cell_0488,0.72,0.7,0.62,0.57,0.55,0.21
human1_lib1.final_cell_0489,0.74,0.69,0.58,0.26,0.54,0.45
human1_lib1.final_cell_0490,0.69,0.61,0.56,0.44,0.45,0.11
human1_lib1.final_cell_0491,0.78,0.67,0.65,0.45,0.45,0.15
human1_lib1.final_cell_0492,0.71,0.64,0.68,0.38,0.38,0.14
human1_lib1.final_cell_0493,0.76,0.65,0.63,0.49,0.44,0.33
human1_lib1.final_cell_0494,0.8,0.75,0.72,0.56,0.27,0.36
human1_lib1.final_cell_0495,0.75,0.68,0.62,0.51,0.54,0.39
human1_lib1.final_cell_0496,0.75,0.7,0.54,0.5,0.52,0.38
human1_lib1.final_cell_0497,0.69,0.67,0.53,0.45,NA,NA
human1_lib1.final_cell_0498,0.79,0.68,0.65,0.45,0.5,0.42
human1_lib1.final_cell_0499,0.8,0.73,0.64,0.49,0.54,0.4
human1_lib1.final_cell_0500,0.79,0.72,0.69,0.47,0.53,0.53
human1_lib1.final_cell_0501,0.75,0.68,0.63,0.55,0.55,0.15
human1_lib1.final_cell_0502,0.7,0.6,0.67,0.4,0.33,0.28
human1_lib1.final_cell_0503,0.61,0.52,0.53,0.37,0.35,0.28
human1_lib1.final_cell_0504,0.72,0.66,0.57,0.45,NA,0.15
human1_lib1.final_cell_0505,0.73,0.72,0.55,0.21,NA,NA
human1_lib1.final_cell_0506,0.77,0.7,0.65,0.5,NA,0.28
human1_lib1.final_cell_0507,0.73,0.62,0.55,0.51,NA,0.42
human1_lib1.final_cell_0508,0.71,NA,0.59,0.4,0.42,0.29
human1_lib1.final_cell_0509,0.76,0.67,0.6,0.45,0.49,0.37
human1_lib1.final_cell_0510,0.79,0.73,0.64,NA,0.55,0.51
human1_lib1.final_cell_0511,0.81,0.72,0.75,0.53,NA,0.36
human1_lib1.final_cell_0512,0.75,NA,0.64,0.49,0.33,0.14
human1_lib1.final_cell_0513,0.74,0.67,0.58,0.47,0.49,0.41
human1_lib1.final_cell_0514,0.77,0.66,0.6,0.53,0.27,0.3
human1_lib1.final_cell_0515,0.83,0.77,0.71,NA,0.55,0.26
human1_lib1.final_cell_0516,0.71,0.64,0.62,0.47,0.44,0.25
human1_lib1.final_cell_0517,0.67,0.63,0.54,0.55,0.57,0.31
human1_lib1.final_cell_0518,0.74,0.7,0.61,0.54,0.52,NA
human1_lib1.final_cell_0519,0.71,0.67,0.59,0.51,0.27,0.36
human1_lib1.final_cell_0520,0.8,0.69,0.66,0.48,0.5,0.41
human1_lib1.final_cell_0521,0.74,0.61,0.66,0.46,0.5,0.31
human1_lib1.final_cell_0522,0.76,0.66,0.6,0.46,0.44,NA
human1_lib1.final_cell_0523,0.77,0.67,0.64,0.46,NA,0.2
human1_lib1.final_cell_0524,0.64,0.64,0.53,0.51,0.51,0.19
human1_lib1.final_cell_0525,0.58,0.64,0.49,0.54,0.49,0.33
human1_lib1.final_cell_0526,0.81,0.72,0.66,0.45,0.5,0.41
human1_lib1.final_cell_0527,0.68,0.66,0.42,0.39,0.18,0.22
human1_lib1.final_cell_0528,0.77,0.65,0.62,0.45,0.45,0.27
human1_lib1.final_cell_0529,0.76,0.64,0.53,0.44,NA,NA
human1_lib1.final_cell_0530,0.77,0.62,0.62,0.38,0.18,0.33
human1_lib1.final_cell_0531,0.77,0.71,0.65,0.46,0.26,0.33
human1_lib1.final_cell_0532,0.81,0.74,0.64,0.47,0.52,0.36
human1_lib1.final_cell_0533,0.76,0.65,0.56,0.45,0.47,0.15
human1_lib1.final_cell_0534,0.74,0.65,0.59,0.39,0.45,0.47
human1_lib1.final_cell_0535,0.75,0.69,0.65,0.49,0.5,0.27
human1_lib1.final_cell_0536,0.72,0.66,0.57,0.48,NA,0.37
human1_lib1.final_cell_0537,0.79,0.71,0.65,0.48,0.54,0.4
human1_lib1.final_cell_0538,0.71,0.68,0.55,0.43,0.51,NA
human1_lib1.final_cell_0539,0.68,0.62,0.53,0.48,0.33,0.34
human1_lib1.final_cell_0540,0.68,0.65,0.56,0.4,0.45,0.33
human1_lib1.final_cell_0541,0.63,0.66,0.54,0.47,0.48,0.38
human1_lib1.final_cell_0542,0.7,0.64,0.57,0.53,0.51,0.17
human1_lib1.final_cell_0543,0.71,0.69,0.65,0.55,0.5,0.2
human1_lib1.final_cell_0544,0.45,NA,0.53,0.49,0.55,0.21
human1_lib1.final_cell_0545,0.73,0.7,0.61,NA,0.51,NA
human1_lib1.final_cell_0546,0.58,0.58,0.49,0.43,0.21,0.18
human1_lib1.final_cell_0547,0.72,0.64,0.58,0.47,0.45,0.29
human1_lib1.final_cell_0548,0.71,0.61,0.5,NA,0.54,0.39
human1_lib1.final_cell_0549,0.7,0.62,0.58,0.43,0.42,0.18
human1_lib1.final_cell_0550,0.61,0.58,0.5,0.5,0.52,0.26
human1_lib1.final_cell_0551,0.75,0.66,0.6,0.45,0.46,0.33
human1_lib1.final_cell_0552,0.78,0.71,0.67,0.48,NA,0.36
human1_lib1.final_cell_0553,0.76,0.7,0.4,0.46,0.5,0.36
human1_lib1.final_cell_0554,0.77,0.61,0.61,0.42,0.3,0.19
human1_lib1.final_cell_0555,0.61,NA,0.53,0.42,0.48,NA
human1_lib1.final_cell_0556,0.69,0.63,0.57,0.48,0.32,0.3
human1_lib1.final_cell_0557,0.72,0.67,0.65,0.44,0.45,0.4
human1_lib1.final_cell_0558,0.76,0.69,0.58,0.47,0.54,0.36
human1_lib1.final_cell_0559,0.75,0.65,0.58,0.49,0.55,0.42
human1_lib1.final_cell_0560,0.73,0.67,0.61,0.5,0.46,0.2
human1_lib1.final_cell_0561,0.68,0.64,0.5,0.41,0.46,0.15
human1_lib1.final_cell_0562,0.75,0.67,0.62,0.41,0.44,0.38
human1_lib1.final_cell_0563,0.68,0.62,0.57,0.45,NA,0.34
human1_lib1.final_cell_0564,0.74,0.62,0.61,0.4,0.44,0.37
human1_lib1.final_cell_0565,0.75,0.7,0.57,0.52,0.57,0.36
human1_lib1.final_cell_0566,0.76,0.77,0.69,0.55,0.55,0.39
human1_lib1.final_cell_0567,0.7,0.62,0.61,0.43,NA,0.37
human1_lib1.final_cell_0568,0.75,0.7,0.69,0.51,NA,0.36
human1_lib2.final_cell_0001,0.73,0.72,0.64,0.66,0.68,0.51
human1_lib2.final_cell_0002,0.84,0.75,0.72,0.59,0.25,0.42
human1_lib2.final_cell_0003,0.86,0.8,0.72,0.65,0.63,0.41
human1_lib2.final_cell_0004,0.89,0.76,0.77,0.6,0.65,0.41
human1_lib2.final_cell_0005,0.92,0.69,0.71,0.49,0.55,0.46
human1_lib2.final_cell_0006,0.93,0.74,0.78,0.63,0.65,0.5
human1_lib2.final_cell_0007,0.91,0.73,0.75,0.54,0.6,0.43
human1_lib2.final_cell_0008,0.84,0.76,0.74,0.63,0.34,0.42
human1_lib2.final_cell_0009,0.92,0.69,0.69,0.51,0.6,0.43
human1_lib2.final_cell_0010,0.76,0.82,0.83,0.64,0.66,0.5
human1_lib2.final_cell_0011,0.85,0.81,0.8,0.68,0.34,0.27
human1_lib2.final_cell_0012,0.84,0.76,0.74,0.56,0.55,0.39
human1_lib2.final_cell_0013,0.85,0.78,0.76,0.64,0.35,0.27
human1_lib2.final_cell_0014,0.87,0.79,0.75,0.61,NA,0.28
human1_lib2.final_cell_0015,0.82,0.75,0.73,0.56,0.56,0.39
human1_lib2.final_cell_0016,0.91,0.75,0.77,0.54,0.59,0.46
human1_lib2.final_cell_0017,0.86,0.78,0.69,0.65,0.64,0.26
human1_lib2.final_cell_0018,0.94,0.73,0.75,0.57,0.6,0.48
human1_lib2.final_cell_0019,0.77,0.79,0.68,0.67,0.67,0.34
human1_lib2.final_cell_0020,0.85,0.75,0.73,0.55,0.54,0.43
human1_lib2.final_cell_0021,0.82,0.8,0.73,0.64,0.34,0.25
human1_lib2.final_cell_0022,0.82,0.78,0.76,0.65,0.37,0.31
human1_lib2.final_cell_0023,0.79,0.77,0.7,0.65,0.37,0.27
human1_lib2.final_cell_0024,0.8,0.74,0.7,0.58,0.66,0.51
human1_lib2.final_cell_0025,0.8,0.72,0.71,0.55,NA,0.2
human1_lib2.final_cell_0026,0.83,0.78,0.77,0.6,0.61,0.3
human1_lib2.final_cell_0027,0.88,0.81,0.74,0.68,NA,NA
human1_lib2.final_cell_0028,0.86,0.81,0.75,0.62,NA,0.31
human1_lib2.final_cell_0029,0.84,0.78,0.72,0.63,0.61,0.44
human1_lib2.final_cell_0030,0.76,0.72,0.62,0.6,NA,0.18
human1_lib2.final_cell_0031,0.79,0.71,0.69,0.57,0.52,0.43
human1_lib2.final_cell_0032,0.85,0.83,0.79,0.67,0.59,0.28
human1_lib2.final_cell_0033,0.85,0.78,0.73,0.58,0.56,NA
human1_lib2.final_cell_0034,0.85,0.77,0.7,0.63,0.64,0.18
human1_lib2.final_cell_0035,0.84,0.78,0.71,0.64,0.37,0.45
human1_lib2.final_cell_0036,0.85,0.73,0.73,0.58,0.31,0.36
human1_lib2.final_cell_0037,0.84,0.8,0.76,0.62,0.59,0.24
human1_lib2.final_cell_0038,0.8,0.82,0.79,0.67,0.62,0.49
human1_lib2.final_cell_0039,0.84,0.78,0.73,0.62,NA,0.4
human1_lib2.final_cell_0040,0.85,0.75,0.74,0.57,0.55,0.39
human1_lib2.final_cell_0041,0.82,0.77,0.74,0.6,0.3,0.46
human1_lib2.final_cell_0042,0.85,0.79,0.73,0.58,0.59,0.4
human1_lib2.final_cell_0043,0.82,0.76,0.73,0.6,0.58,0.41
human1_lib2.final_cell_0044,0.84,0.78,0.76,0.67,0.6,0.38
human1_lib2.final_cell_0045,0.84,0.78,0.73,0.32,0.64,0.49
human1_lib2.final_cell_0046,0.71,0.63,0.66,0.43,NA,0.21
human1_lib2.final_cell_0047,0.82,0.76,0.75,0.61,NA,0.26
human1_lib2.final_cell_0048,0.81,0.77,0.72,0.64,NA,0.42
human1_lib2.final_cell_0049,0.79,0.75,0.69,0.6,NA,0.22
human1_lib2.final_cell_0050,0.88,0.82,0.76,0.64,0.35,0.47
human1_lib2.final_cell_0051,0.77,0.76,0.65,0.63,0.33,0.28
human1_lib2.final_cell_0052,0.82,0.8,0.76,0.64,0.6,0.23
human1_lib2.final_cell_0053,0.84,0.8,0.72,0.63,0.57,0.27
human1_lib2.final_cell_0054,0.87,0.7,0.68,0.52,0.58,0.45
human1_lib2.final_cell_0055,0.85,0.79,0.72,0.58,0.57,0.28
human1_lib2.final_cell_0056,0.85,0.81,0.74,0.68,0.41,0.26
human1_lib2.final_cell_0057,0.83,0.78,0.73,0.59,NA,0.42
human1_lib2.final_cell_0058,0.79,0.67,0.69,0.52,0.46,0.42
human1_lib2.final_cell_0059,0.87,0.81,0.78,0.61,0.63,0.55
human1_lib2.final_cell_0060,0.86,0.79,0.73,0.61,NA,0.43
human1_lib2.final_cell_0061,0.85,0.79,0.73,0.62,0.6,0.39
human1_lib2.final_cell_0062,0.86,0.8,0.73,0.66,0.32,0.19
human1_lib2.final_cell_0063,0.83,0.73,0.72,0.58,NA,0.23
human1_lib2.final_cell_0064,0.74,0.61,0.68,0.39,0.18,0.31
human1_lib2.final_cell_0065,0.81,0.8,0.78,0.66,0.63,0.18
human1_lib2.final_cell_0066,0.77,0.76,0.66,0.66,0.37,0.36
human1_lib2.final_cell_0067,0.88,0.72,0.77,0.52,NA,0.46
human1_lib2.final_cell_0068,0.83,0.75,0.74,0.55,0.49,0.21
human1_lib2.final_cell_0069,0.83,0.76,0.7,0.62,0.58,0.19
human1_lib2.final_cell_0070,0.87,0.81,0.75,0.62,0.59,0.42
human1_lib2.final_cell_0071,0.82,0.78,0.71,0.66,0.36,0.29
human1_lib2.final_cell_0072,0.9,0.69,0.78,0.47,0.53,0.4
human1_lib2.final_cell_0073,0.84,0.76,0.72,0.59,0.61,0.38
human1_lib2.final_cell_0074,0.84,0.74,0.72,0.6,0.56,0.36
human1_lib2.final_cell_0075,0.86,0.76,0.7,0.57,0.39,0.4
human1_lib2.final_cell_0076,0.83,0.77,0.71,0.6,0.58,0.22
human1_lib2.final_cell_0077,0.79,0.74,0.67,0.61,0.59,NA
human1_lib2.final_cell_0078,0.84,0.74,0.71,0.55,0.29,0.24
human1_lib2.final_cell_0079,0.82,0.74,0.7,0.59,NA,0.22
human1_lib2.final_cell_0080,0.83,0.76,0.72,0.57,0.6,0.23
human1_lib2.final_cell_0081,0.8,0.75,0.7,0.58,0.54,0.21
human1_lib2.final_cell_0082,0.86,0.76,0.72,0.56,0.57,0.41
human1_lib2.final_cell_0083,0.86,0.77,0.73,0.59,0.58,0.4
human1_lib2.final_cell_0084,0.85,0.78,0.73,0.61,NA,0.44
human1_lib2.final_cell_0085,0.85,0.76,0.7,0.62,NA,0.42
human1_lib2.final_cell_0086,0.84,0.77,0.71,0.67,0.35,0.43
human1_lib2.final_cell_0087,0.79,0.76,0.71,0.62,0.59,NA
human1_lib2.final_cell_0088,0.72,0.75,0.7,0.65,0.67,0.51
human1_lib2.final_cell_0089,0.84,0.77,0.71,0.62,NA,0.27
human1_lib2.final_cell_0090,0.79,0.77,0.68,0.61,0.37,0.21
human1_lib2.final_cell_0091,0.85,0.74,0.71,0.57,0.35,0.43
human1_lib2.final_cell_0092,0.81,0.77,0.75,0.65,0.37,0.43
human1_lib2.final_cell_0093,0.79,0.79,0.69,0.65,0.63,NA
human1_lib2.final_cell_0094,0.79,0.78,0.71,0.61,0.62,0.26
human1_lib2.final_cell_0095,0.82,0.77,0.8,0.62,NA,0.45
human1_lib2.final_cell_0096,0.82,0.81,0.72,0.64,0.65,NA
human1_lib2.final_cell_0097,0.82,0.74,0.7,0.64,0.35,0.37
human1_lib2.final_cell_0098,0.85,0.79,0.74,0.59,0.58,0.25
human1_lib2.final_cell_0099,0.82,0.72,0.72,0.58,NA,0.28
human1_lib2.final_cell_0100,0.81,0.75,0.67,0.55,0.55,0.4
human1_lib2.final_cell_0101,0.83,0.75,0.71,0.58,0.6,0.18
human1_lib2.final_cell_0102,0.8,0.74,0.72,0.58,0.3,0.27
human1_lib2.final_cell_0103,0.83,0.76,0.75,0.6,NA,0.5
human1_lib2.final_cell_0104,0.87,0.81,0.76,0.64,NA,0.27
human1_lib2.final_cell_0105,0.81,0.76,0.69,0.57,NA,NA
human1_lib2.final_cell_0106,0.8,0.77,0.74,0.58,NA,0.46
human1_lib2.final_cell_0107,0.87,0.79,0.74,0.64,NA,0.42
human1_lib2.final_cell_0108,0.85,0.77,0.72,0.58,0.33,0.25
human1_lib2.final_cell_0109,0.84,0.74,0.7,0.58,0.51,0.4
human1_lib2.final_cell_0110,0.85,0.79,0.74,0.65,NA,0.22
human1_lib2.final_cell_0111,0.92,0.75,0.74,0.5,0.58,0.46
human1_lib2.final_cell_0112,0.92,0.66,0.68,0.53,0.3,0.41
human1_lib2.final_cell_0113,0.85,0.8,0.71,0.6,0.57,0.45
human1_lib2.final_cell_0114,0.83,0.76,0.7,0.66,0.61,0.28
human1_lib2.final_cell_0115,0.84,0.79,0.73,0.63,0.59,0.21
human1_lib2.final_cell_0116,0.81,0.72,0.72,0.6,0.52,0.39
human1_lib2.final_cell_0117,0.83,0.76,0.67,0.61,0.33,NA
human1_lib2.final_cell_0118,0.81,0.76,0.7,0.57,NA,0.4
human1_lib2.final_cell_0119,0.85,0.78,0.74,0.64,NA,0.3
human1_lib2.final_cell_0120,0.85,0.76,0.72,0.62,NA,0.23
human1_lib2.final_cell_0121,0.68,0.65,0.56,0.53,0.29,0.21
human1_lib2.final_cell_0122,0.8,0.74,0.71,0.55,0.63,0.53
human1_lib2.final_cell_0123,0.79,0.69,0.72,0.41,0.22,0.16
human1_lib2.final_cell_0124,0.91,0.68,0.7,0.47,0.54,0.39
human1_lib2.final_cell_0125,0.86,0.8,0.76,0.63,NA,0.24
human1_lib2.final_cell_0126,0.9,0.65,0.7,0.49,0.52,0.4
human1_lib2.final_cell_0127,0.82,0.74,0.68,0.63,0.32,NA
human1_lib2.final_cell_0128,0.83,0.83,0.81,0.59,0.62,0.51
human1_lib2.final_cell_0129,0.87,0.79,0.74,0.62,0.62,NA
human1_lib2.final_cell_0130,0.9,0.82,0.76,0.6,0.63,0.54
human1_lib2.final_cell_0131,0.82,0.77,0.72,0.6,NA,0.21
human1_lib2.final_cell_0132,0.85,0.77,0.75,0.62,NA,0.4
human1_lib2.final_cell_0133,0.82,0.75,0.72,0.6,0.55,0.29
human1_lib2.final_cell_0134,0.82,0.75,0.72,0.54,0.5,0.41
human1_lib2.final_cell_0135,0.85,0.8,0.78,0.6,NA,0.25
human1_lib2.final_cell_0136,0.84,0.74,0.69,0.57,0.57,0.2
human1_lib2.final_cell_0137,0.82,0.73,0.7,0.55,NA,0.23
human1_lib2.final_cell_0138,0.62,0.7,0.62,0.62,0.3,0.41
human1_lib2.final_cell_0139,0.9,0.65,0.67,0.47,0.5,0.42
human1_lib2.final_cell_0140,0.61,0.67,0.6,0.6,0.31,NA
human1_lib2.final_cell_0141,0.86,0.77,0.72,0.58,0.57,0.46
human1_lib2.final_cell_0142,0.85,0.78,0.72,0.62,0.62,0.39
human1_lib2.final_cell_0143,0.81,0.76,0.7,0.57,0.31,0.33
human1_lib2.final_cell_0144,0.79,0.72,0.67,0.59,NA,0.39
human1_lib2.final_cell_0145,0.81,0.79,0.77,0.62,0.63,0.55
human1_lib2.final_cell_0146,0.84,0.78,0.71,0.6,0.6,0.23
human1_lib2.final_cell_0147,0.82,0.77,0.7,0.58,0.56,NA
human1_lib2.final_cell_0148,0.71,0.51,0.63,0.64,0.38,0.49
human1_lib2.final_cell_0149,0.85,0.8,0.49,0.56,NA,NA
human1_lib2.final_cell_0150,0.81,0.74,0.72,0.55,0.56,0.42
